,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
29986,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,greatchance,greatchance,West Bromwich Albion,Open Play,94:00,S. Rondon,-8.0,30.0,Left,1,0,1,0,Missed,M. Phillips,Cross Low,-109.0,46.0,H. Robson-Kanu,Open Play Pass
29985,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,goodchance,goodchance,West Bromwich Albion,Open Play,93:33,H. Robson-Kanu,-3.0,60.0,Left,3,2,2,1,Saved,-,-,-,-,-,-
29984,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,poorchance,poorchance,Tottenham Hotspur,Open Play,85:00,H. Kane,-19.0,94.0,Right,2,3,2,1,Missed,D. Alli,Open Play Pass,42.0,103.0,Heung-Min Son,Open Play Pass
29983,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,84:32,H. Kane,49.0,73.0,Right,3,3,2,0,Saved,C. Eriksen,Open Play Pass,14.0,97.0,H. Kane,Open Play Pass
29982,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,goodchance,goodchance,Tottenham Hotspur,Open Play,83:25,D. Alli,-11.0,59.0,Right,2,3,2,0,Defended,-,-,-,-,-,-
29981,EngPr,2462922,2017-11-25,15:00:00,Tottenham Hotspur,West Bromwich Albion,greatchance,greatchance,Tottenham Hotspur,Open Play,81:32,H. Kane,-10.0,14.0,Other,2,1,2,0,Missed,K. Trippier,Cross High,-109.0,32.0,H. Kane,Open Play Pass
29996,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,greatchance,greatchance,Watford,Open Play,19:54,A. Doucoure,-8.0,31.0,Right,2,0,1,0,Missed,M. Zeegelaar,Cross High,100.0,70.0,T. Cleverley,Open Play Pass
29997,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,goodchance,goodchance,Newcastle United,Open Play,22:38,Joselu,41.0,37.0,Left,3,3,3,0,Saved,Jacob Murphy,Open Play Pass,-20.0,111.0,-,-
29998,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,goodchance,goodchance,Newcastle United,Open Play,35:16,Joselu,45.0,16.0,Left,2,3,1,0,Missed,M. Ritchie,Open Play Pass,49.0,100.0,-,-
30007,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,verygoodchance,verygoodchance,Manchester United,Open Play,67:50,R. Lukaku,-13.0,12.0,Head,1,4,3,0,Missed,A. Young,Cross High,94.0,3.0,N. Matic,Open Play Pass
30013,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Manchester United,Open Play,22:46,R. Lukaku,-16.0,26.0,Left,1,5,3,0,Saved,Mata,Cross High,108.0,38.0,A. Young,Open Play Pass
30012,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,14:03,A. Knockaert,11.0,109.0,Left,3,0,2,0,Saved,G. Murray,Open Play Pass,-49.0,96.0,A. Knockaert,Open Play Pass
30011,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,poorchance,poorchance,Manchester United,Open Play,13:25,P. Pogba,7.0,121.0,Right,3,0,2,0,Defended,Mata,Open Play Pass,-49.0,125.0,-,-
30010,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Brighton & Hove Albion,Open Play,11:00,P. Gross,-51.0,56.0,Right,3,0,3,1,Saved,Bruno Saltor,Open Play Pass,-71.0,10.0,A. Knockaert,Open Play Pass
30009,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,goodchance,goodchance,Brighton & Hove Albion,Dangerous Moment,03:50,G. Murray,-14.0,27.0,Left,0,3,1,0,Missed,A. Knockaert,Cross Low,-41.0,27.0,P. Gross,Open Play Pass
30008,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,goodchance,goodchance,Manchester United,Open Play,02:05,R. Lukaku,1.0,69.0,Left,1,2,2,0,Missed,A. Martial,Open Play Pass,37.0,81.0,R. Lukaku,Open Play Pass
30006,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Manchester United,Open Play,80:13,Z. Ibrahimovic,41.0,58.0,Left,3,3,2,0,Defended,P. Pogba,Open Play Pass,47.0,110.0,-,-
29999,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,fairlygoodchance,fairlygoodchance,Newcastle United,Open Play,40:34,J. Shelvey,6.0,61.0,Left,1,4,3,0,Missed,-,-,-,-,-,-
30005,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,goodchance,goodchance,Manchester United,Open Play,80:55,C. Smalling,-27.0,13.0,Head,2,4,5,1,Missed,H. Mkhitaryan,Corner,132.0,1.0,Z. Ibrahimovic,Corner Won
30004,EngPr,2462918,2017-11-25,15:00:00,Manchester United,Brighton & Hove Albion,verygoodchance,verygoodchance,Brighton & Hove Albion,Open Play,85:09,S. Duffy,-22.0,17.0,Head,2,3,2,0,Missed,P. Gross,Free Kick,70.0,119.0,-,-
30003,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,fairlygoodchance,fairlygoodchance,Watford,Open Play,89:14,T. Cleverley,-12.0,83.0,Right,3,0,3,0,Missed,A. Carrillo,Open Play Pass,27.0,95.0,R. Pereyra,Open Play Pass
30002,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,greatchance,greatchance,Newcastle United,Open Play,85:02,A. Mitrovic,-13.0,31.0,Right,2,1,2,0,Defended,Mikel Merino,Open Play Pass,-65.0,105.0,D. Yedlin,Open Play Pass
30001,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,fairlygoodchance,fairlygoodchance,Watford,Open Play,50:56,Richarlison,6.0,92.0,Left,2,1,2,0,Missed,A. Doucoure,Open Play Pass,-78.0,94.0,-,-
30000,EngPr,2462919,2017-11-25,15:00:00,Newcastle United,Watford,greatchance,greatchance,Watford,Open Play,47:33,A. Gray,46.0,26.0,Left,2,1,1,0,Missed,M. Zeegelaar,Open Play Pass,121.0,283.0,Richarlison,Open Play Pass
30041,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,poorchance,poorchance,Stoke City,Direct Free-Kick,66:39,X. Shaqiri,-69.0,119.0,Left,1,0,3,0,Missed,-,-,-,-,-,-
30042,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,greatchance,greatchance,Crystal Palace,Open Play,37:18,J. McArthur,-6.0,30.0,Right,3,3,1,0,Saved,J. McArthur,Shot (Opposition Rebound),6.0,35.0,R. Loftus-Cheek,Cross High
30043,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Open Play,32:27,X. Shaqiri,47.0,80.0,Left,2,2,4,0,Missed,D. Fletcher,Open Play Pass,21.0,105.0,-,-
30044,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Open Play,29:58,M. Diouf,-52.0,20.0,Right,1,1,1,0,Missed,D. Fletcher,Open Play Pass,53.0,127.0,-,-
30077,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,90:19,Mohamed Salah,-16.0,68.0,Left,3,4,3,1,Saved,J. Milner,Open Play Pass,-58.0,58.0,J. Henderson,Open Play Pass
30076,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Liverpool,Open Play,62:08,D. Sturridge,38.0,43.0,Left,2,1,2,0,Defended,Mohamed Salah,Open Play Pass,-3.0,76.0,-,-
30075,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,greatchance,greatchance,Chelsea,Dangerous Moment,60:56,Alvaro Morata,-5.0,27.0,Other,0,2,1,0,Missed,D. Zappacosta,Cross High,-104.0,50.0,N. Kante,Open Play Pass
30049,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,verygoodchance,verygoodchance,Crystal Palace,Open Play,51:28,C. Benteke,-44.0,31.0,Right,2,2,2,0,Missed,Y. Cabaye,Open Play Pass,39.0,106.0,-,-
30055,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,77:41,G. Wijnaldum,11.0,72.0,Right,2,2,4,0,Defended,Philippe Coutinho,Open Play Pass,31.0,91.0,-,-
30054,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,verygoodchance,verygoodchance,Liverpool,Open Play,80:50,G. Wijnaldum,12.0,28.0,Head,3,3,2,0,Saved,Philippe Coutinho,Corner,135.0,0.0,-,-
30053,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,verygoodchance,verygoodchance,Chelsea,Open Play,81:39,Marcos Alonso,27.0,35.0,Left,1,1,1,0,Missed,D. Zappacosta,Cross High,-84.0,93.0,-,-
30052,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,verygoodchance,verygoodchance,Stoke City,Open Play,86:37,K. Zouma,11.0,34.0,Left,3,2,3,0,Saved,Jese,Cross Low,70.0,17.0,-,-
30051,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,greatchance,greatchance,Stoke City,Dangerous Moment,86:28,R. Shawcross,13.0,8.0,Right,0,1,0,0,Missed,X. Shaqiri,Cross High,-90.0,40.0,-,-
30050,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,goodchance,goodchance,Stoke City,Open Play,74:54,Jese,32.0,37.0,Right,2,3,5,0,Missed,P. Crouch,Open Play Pass,41.0,24.0,X. Shaqiri,Free Kick
30048,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Open Play,07:21,X. Shaqiri,27.0,60.0,Right,2,2,3,0,Defended,J. Allen,Cross High,63.0,22.0,-,-
30057,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Liverpool,Open Play,00:00,Mohamed Salah,-47.0,83.0,Left,2,3,3,0,Defended,D. Sturridge,Open Play Pass,4.0,147.0,-,-
30047,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,verygoodchance,verygoodchance,Crystal Palace,Open Play,15:47,R. Loftus-Cheek,-12.0,37.0,Left,2,1,2,0,Defended,W. Zaha,Cross Low,59.0,13.0,-,-
30046,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,greatchance,greatchance,Stoke City,Open Play,23:03,X. Shaqiri,-19.0,44.0,Left,3,1,2,0,Saved,D. Fletcher,Open Play Pass,9.0,240.0,-,-
30045,EngPr,2462915,2017-11-25,15:00:00,Crystal Palace,Stoke City,poorchance,poorchance,Crystal Palace,Open Play,24:23,L. Milivojevic,6.0,111.0,Right,2,1,3,0,Missed,J. McArthur,Open Play Pass,89.0,107.0,-,-
30056,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Chelsea,Dangerous Moment,67:18,Alvaro Morata,6.0,44.0,Right,0,2,1,0,Missed,D. Zappacosta,Cross High,-120.0,56.0,-,-
30058,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Liverpool,Open Play,09:33,Mohamed Salah,-9.0,97.0,Left,2,2,4,0,Missed,D. Sturridge,Open Play Pass,-35.0,85.0,J. Milner,Open Play Pass
30074,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Liverpool,Open Play,53:05,J. Henderson,34.0,100.0,Right,3,1,4,1,Saved,-,-,-,-,-,-
30067,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Chelsea,Open Play,39:51,Alvaro Morata,-10.0,40.0,Head,2,4,2,0,Missed,E. Hazard,Corner,-136.0,0.0,-,-
30073,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Liverpool,Open Play,53:05,J. Matip,12.0,37.0,Head,2,2,5,2,Defended,Philippe Coutinho,Corner,135.0,0.0,-,-
30072,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Liverpool,Direct Free-Kick,52:35,Philippe Coutinho,28.0,114.0,Right,2,0,6,2,Defended,-,-,-,-,-,-
30071,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Chelsea,Open Play,50:23,G. Cahill,23.0,47.0,Head,2,3,3,1,Missed,E. Hazard,Corner,-136.0,0.0,-,-
30070,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Liverpool,Open Play,49:20,Mohamed Salah,52.0,41.0,Left,2,2,5,1,Defended,J. Matip,Open Play Pass,11.0,39.0,Philippe Coutinho,Corner
30069,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Chelsea,Open Play,41:52,Alvaro Morata,-30.0,108.0,Right,2,2,4,1,Defended,D. Drinkwater,Open Play Pass,-57.0,109.0,-,-
30068,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,40:35,Mohamed Salah,-48.0,75.0,Left,2,2,2,0,Missed,J. Milner,Open Play Pass,-71.0,103.0,J. Gomez,Open Play Pass
30066,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,31:38,Marcos Alonso,-42.0,102.0,Left,2,0,6,1,Missed,-,-,-,-,-,-
30059,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,14:19,J. Milner,-25.0,76.0,Right,1,1,3,1,Missed,D. Sturridge,Open Play Pass,14.0,87.0,A. Oxlade-Chamberlain,Cross Low
30065,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,28:09,D. Sturridge,-17.0,60.0,Left,2,4,3,0,Defended,Mohamed Salah,Open Play Pass,-63.0,59.0,-,-
30064,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Liverpool,Open Play,26:36,Mohamed Salah,-27.0,34.0,Left,2,3,3,1,Defended,J. Milner,Open Play Pass,-68.0,104.0,-,-
30063,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,goodchance,goodchance,Chelsea,Open Play,23:39,D. Drinkwater,60.0,42.0,Left,2,2,5,2,Defended,G. Cahill,Open Play Pass,51.0,15.0,E. Hazard,Corner
30062,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,22:59,D. Zappacosta,-66.0,59.0,Right,3,1,2,0,Saved,E. Hazard,Open Play Pass,-16.0,100.0,-,-
30061,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,greatchance,greatchance,Chelsea,Dangerous Moment,22:25,D. Drinkwater,14.0,47.0,Right,0,3,1,0,Saved,E. Hazard,Open Play Pass,24.0,111.0,-,-
30060,EngPr,2462917,2017-11-25,17:30:00,Liverpool,Chelsea,poorchance,poorchance,Chelsea,Open Play,20:22,E. Hazard,47.0,83.0,Right,3,2,4,1,Saved,D. Drinkwater,Open Play Pass,11.0,235.0,-,-
4028,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goal,Great,Leicester City,Open Play,07:32,M. Albrighton,-4.0,37.0,Right,3,1,2,0,-,-,-,-,-,-,-
4029,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goal,Great,West Ham United,Open Play,44:11,C. Kouyate,1.0,16.0,Other,3,4,3,0,-,M. Lanzini,Corner,136.0,2.0,M. Arnautovic,Corner Won
29959,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,poorchance,poorchance,Leicester City,Open Play,51:04,Iborra,7.0,109.0,Right,1,1,3,0,Missed,C. Fuchs,Throw in,134.0,85.0,-,-
29955,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goodchance,goodchance,Leicester City,Open Play,28:35,R. Mahrez,-30.0,72.0,Right,3,2,2,0,Saved,J. Vardy,Open Play Pass,-22.0,247.0,Iborra,Open Play Pass
29956,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goodchance,goodchance,Leicester City,Open Play,32:45,Iborra,-20.0,30.0,Head,1,3,2,0,Defended,M. Albrighton,Cross High,-123.0,25.0,J. Vardy,Cross Low
29957,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,verygoodchance,verygoodchance,West Ham United,Open Play,37:05,C. Kouyate,6.0,33.0,Other,1,2,1,0,Missed,A. Cresswell,Cross High,115.0,109.0,M. Lanzini,Open Play Pass
29958,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goodchance,goodchance,Leicester City,Open Play,41:06,J. Vardy,35.0,44.0,Right,2,3,2,0,Missed,Iborra,Open Play Pass,-30.0,118.0,R. Mahrez,Open Play Pass
29960,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,58:13,A. Masuaku,67.0,41.0,Left,3,3,3,0,Saved,M. Lanzini,Open Play Pass,95.0,220.0,A. Masuaku,Open Play Pass
29961,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,goodchance,goodchance,West Ham United,Open Play,63:19,M. Arnautovic,10.0,34.0,Head,2,3,2,0,Missed,M. Lanzini,Cross High,112.0,46.0,-,-
29962,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,fairlygoodchance,fairlygoodchance,Leicester City,Dangerous Moment,80:21,B. Chilwell,60.0,55.0,Right,0,0,2,0,Missed,D. Gray,Open Play Pass,62.0,101.0,M. Albrighton,Turnover
29963,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,fairlygoodchance,fairlygoodchance,Leicester City,Open Play,86:45,W. Ndidi,-2.0,101.0,Left,1,1,3,2,Missed,-,-,-,-,-,-
29964,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,90:32,A. Ayew,-3.0,34.0,Left,2,4,4,1,Missed,W. Reid,Open Play Pass,6.0,17.0,-,-
29952,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,poorchance,poorchance,Leicester City,Open Play,22:42,C. Fuchs,-2.0,117.0,Right,2,1,4,0,Missed,-,-,-,-,-,-
29953,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,greatchance,greatchance,West Ham United,Open Play,25:15,A. Ogbonna,-6.0,32.0,Head,3,0,1,0,Saved,M. Lanzini,Free Kick,79.0,102.0,A. Masuaku,Free Kick Won
29954,EngPr,2462923,2017-11-24,20:00:00,West Ham United,Leicester City,poorchance,poorchance,West Ham United,Direct Free-Kick,27:15,M. Lanzini,94.0,42.0,Right,3,0,4,2,Saved,A. Cresswell,Free Kick Won,96.0,42.0,A. Masuaku,Open Play Pass
29944,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goodchance,goodchance,Stoke City,Open Play,18:47,R. Shawcross,12.0,29.0,Head,2,3,4,0,Saved,E. Choupo-Moting,Cross High,-93.0,8.0,X. Shaqiri,Open Play Pass
29943,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,verygoodchance,verygoodchance,Brighton & Hove Albion,Open Play,17:29,J. Izquierdo,55.0,37.0,Right,2,2,1,0,Missed,D. Propper,Open Play Pass,51.0,222.0,S. Duffy,Open Play Pass
29942,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Brighton & Hove Albion,Open Play,15:44,D. Propper,30.0,92.0,Right,1,2,3,1,Missed,J. Izquierdo,Open Play Pass,43.0,55.0,P. Gross,Open Play Pass
29941,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Open Play,12:28,X. Shaqiri,34.0,53.0,Left,3,3,2,0,Defended,-,-,-,-,-,-
29940,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goodchance,goodchance,Stoke City,Open Play,11:28,R. Shawcross,-26.0,24.0,Head,3,3,4,0,Saved,D. Fletcher,Corner,136.0,1.0,-,-
29939,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Brighton & Hove Albion,Open Play,09:21,D. Stephens,-12.0,121.0,Right,3,1,3,1,Missed,-,-,-,-,-,-
29938,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Direct Free-Kick,06:00,M. Diouf,-16.0,36.0,Left,2,4,7,1,Defended,X. Shaqiri,Corner,-136.0,2.0,-,-
29937,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,fairlygoodchance,fairlygoodchance,Stoke City,Open Play,05:24,M. Diouf,-61.0,60.0,Right,3,2,3,0,Defended,E. Choupo-Moting,Open Play Pass,-88.0,42.0,X. Shaqiri,Open Play Pass
29936,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goodchance,goodchance,Brighton & Hove Albion,Dangerous Moment,03:37,P. Gross,-3.0,39.0,Left,0,2,3,0,Missed,J. Izquierdo,Cross Low,78.0,32.0,D. Propper,Free Kick
29951,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Brighton & Hove Albion,Open Play,91:14,E. Schelotto,2.0,74.0,Right,1,2,5,2,Missed,-,-,-,-,-,-
29950,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Brighton & Hove Albion,Open Play,80:37,P. Gross,49.0,98.0,Right,1,2,3,1,Missed,S. March,Open Play Pass,101.0,93.0,P. Gross,Open Play Pass
29949,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Stoke City,Open Play,79:38,K. Zouma,-52.0,111.0,Right,2,2,3,0,Saved,D. Fletcher,Open Play Pass,43.0,152.0,J. Allen,Open Play Pass
29948,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Stoke City,Open Play,67:53,X. Shaqiri,65.0,82.0,Left,3,2,2,0,Missed,D. Fletcher,Open Play Pass,37.0,146.0,E. Pieters,Open Play Pass
29947,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,verygoodchance,verygoodchance,Stoke City,Open Play,49:30,Ramadan Sobhi,25.0,25.0,Left,3,3,2,0,Saved,J. Allen,Open Play Pass,7.0,52.0,Ramadan Sobhi,Open Play Pass
29946,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,poorchance,poorchance,Brighton & Hove Albion,Open Play,24:29,J. Izquierdo,16.0,107.0,Right,1,3,2,0,Missed,L. Dunk,Open Play Pass,118.0,89.0,S. Duffy,Open Play Pass
29945,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goodchance,goodchance,Brighton & Hove Albion,Open Play,22:25,D. Propper,-17.0,37.0,Head,3,2,1,0,Saved,-,Free Kick,-120.0,84.0,-,-
4024,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goal,Very Good,Stoke City,Open Play,27:07,E. Choupo-Moting,-6.0,40.0,Right,3,3,2,0,-,X. Shaqiri,Open Play Pass,-61.0,210.0,D. Fletcher,Open Play Pass
4025,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goal,Very Good,Brighton & Hove Albion,Open Play,43:33,P. Gross,-29.0,42.0,Right,3,3,2,0,-,D. Propper,Cross Low,-102.0,39.0,D. Stephens,Open Play Pass
4026,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goal,Great,Stoke City,Open Play,45:32,K. Zouma,5.0,14.0,Head,3,2,2,0,-,E. Choupo-Moting,Shot (Deflection),-12.0,21.0,D. Fletcher,Corner
4027,EngPr,2462906,2017-11-20,20:00:00,Brighton & Hove Albion,Stoke City,goal,Very Good,Brighton & Hove Albion,Open Play,59:18,J. Izquierdo,30.0,13.0,Right,3,3,2,0,-,G. Murray,Open Play Pass,70.0,26.0,D. Stephens,Cross High
29932,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,fairlygoodchance,fairlygoodchance,Watford,Open Play,28:16,A. Gray,-24.0,37.0,Right,2,4,3,0,Defended,Kiko Femenia,Open Play Pass,-75.0,39.0,T. Cleverley,Open Play Pass
29930,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,Watford,Open Play,36:29,M. Britos,54.0,134.0,Left,1,1,1,0,Missed,T. Cleverley,Open Play Pass,-70.0,153.0,A. Mariappa,Open Play Pass
29931,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goodchance,goodchance,Watford,Open Play,32:07,Richarlison,40.0,65.0,Right,3,2,1,0,Saved,A. Gray,Open Play Pass,61.0,74.0,Richarlison,Open Play Pass
29933,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,12:09,A. Carroll,-4.0,47.0,Head,2,4,2,0,Saved,P. Zabaleta,Cross High,-119.0,53.0,M. Arnautovic,Open Play Pass
29934,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,West Ham United,Open Play,65:26,M. Arnautovic,-9.0,76.0,Left,1,2,4,0,Missed,P. Zabaleta,Open Play Pass,-128.0,111.0,-,-
29935,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,Watford,Open Play,66:45,A. Doucoure,22.0,90.0,Left,3,3,2,0,Saved,A. Gray,Open Play Pass,-31.0,104.0,A. Doucoure,Open Play Pass
29916,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,West Ham United,Open Play,93:10,W. Reid,6.0,46.0,Head,1,5,2,0,Missed,M. Lanzini,Free Kick,-98.0,110.0,M. Lanzini,Free Kick Won
29917,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,Watford,Open Play,78:55,T. Cleverley,45.0,69.0,Right,1,1,5,3,Saved,W. Hughes,Corner,-136.0,1.0,-,-
29918,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,greatchance,greatchance,West Ham United,Open Play,73:45,M. Lanzini,-24.0,43.0,Right,3,1,3,0,Defended,A. Masuaku,Cross Low,68.0,8.0,D. Sakho,Open Play Pass
29919,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,greatchance,greatchance,Watford,Open Play,59:35,A. Mariappa,8.0,23.0,Head,3,4,2,0,Saved,W. Hughes,Cross High,-96.0,59.0,C. Kabasele,Open Play Pass
